שם תחנה,מספר תחנה,תאריך,טמפרטורת מקסימום(C°),טמפרטורת מינימום(C°),משך זהירת שמש(דקות)
ירושלים מרכז                                      ,6771,21-09-1999,27.1,17.9,-
ירושלים מרכז                                      ,6771,22-09-1999,28.3,17.4,-
ירושלים מרכז                                      ,6771,23-09-1999,29.6,20.2,-
ירושלים מרכז                                      ,6771,24-09-1999,28.1,17.9,-
ירושלים מרכז                                      ,6771,25-09-1999,26.7,17.3,-
ירושלים מרכז                                      ,6771,26-09-1999,28.2,17.9,-
ירושלים מרכז                                      ,6771,27-09-1999,31.5,17.0,-
ירושלים מרכז                                      ,6771,28-09-1999,33.4,23.4,-
ירושלים מרכז                                      ,6771,29-09-1999,35.2,25.5,-
ירושלים מרכז                                      ,6771,30-09-1999,34.0,25.5,-
ירושלים מרכז                                      ,6771,01-10-1999,31.1,21.4,-
ירושלים מרכז                                      ,6771,02-10-1999,28.0,19.0,-
ירושלים מרכז                                      ,6771,03-10-1999,26.9,17.3,-
ירושלים מרכז                                      ,6771,04-10-1999,27.3,17.4,-
ירושלים מרכז                                      ,6771,05-10-1999,27.4,17.4,-
ירושלים מרכז                                      ,6771,06-10-1999,26.2,16.8,-
ירושלים מרכז                                      ,6771,07-10-1999,25.2,17.1,-
ירושלים מרכז                                      ,6771,08-10-1999,24.4,16.6,-
ירושלים מרכז                                      ,6771,09-10-1999,21.0,16.6,-
ירושלים מרכז                                      ,6771,10-10-1999,23.3,15.7,-
ירושלים מרכז                                      ,6771,11-10-1999,21.6,16.2,-
ירושלים מרכז                                      ,6771,12-10-1999,22.6,15.4,-
ירושלים מרכז                                      ,6771,13-10-1999,26.1,16.7,-
ירושלים מרכז                                      ,6771,14-10-1999,28.3,18.6,-
ירושלים מרכז                                      ,6771,15-10-1999,22.8,15.9,-
ירושלים מרכז                                      ,6771,16-10-1999,23.2,15.4,-
ירושלים מרכז                                      ,6771,17-10-1999,24.6,14.7,-
ירושלים מרכז                                      ,6771,18-10-1999,22.5,15.4,-
ירושלים מרכז                                      ,6771,19-10-1999,24.2,16.1,-
ירושלים מרכז                                      ,6771,20-10-1999,25.2,14.9,-
ירושלים מרכז                                      ,6771,21-10-1999,28.1,19.1,-
ירושלים מרכז                                      ,6771,22-10-1999,26.4,18.4,-
ירושלים מרכז                                      ,6771,23-10-1999,27.3,17.3,-
ירושלים מרכז                                      ,6771,24-10-1999,25.2,18.1,-
ירושלים מרכז                                      ,6771,25-10-1999,21.8,16.1,-
ירושלים מרכז                                      ,6771,26-10-1999,22.9,15.0,-
ירושלים מרכז                                      ,6771,27-10-1999,24.2,16.7,-
ירושלים מרכז                                      ,6771,28-10-1999,26.4,18.1,-
ירושלים מרכז                                      ,6771,29-10-1999,26.0,16.1,-
ירושלים מרכז                                      ,6771,30-10-1999,23.7,16.4,-
ירושלים מרכז                                      ,6771,31-10-1999,19.9,14.8,-
ירושלים מרכז                                      ,6771,01-11-1999,20.6,12.8,-
ירושלים מרכז                                      ,6771,02-11-1999,21.3,13.8,-
ירושלים מרכז                                      ,6771,03-11-1999,22.2,14.8,-
ירושלים מרכז                                      ,6771,04-11-1999,22.7,15.1,-
ירושלים מרכז                                      ,6771,05-11-1999,21.4,15.0,-
ירושלים מרכז                                      ,6771,06-11-1999,19.2,13.7,-
ירושלים מרכז                                      ,6771,07-11-1999,18.3,13.0,-
ירושלים מרכז                                      ,6771,08-11-1999,20.3,12.3,-
ירושלים מרכז                                      ,6771,09-11-1999,23.5,14.1,-
ירושלים מרכז                                      ,6771,10-11-1999,18.6,13.4,-
ירושלים מרכז                                      ,6771,11-11-1999,21.0,13.2,-
ירושלים מרכז                                      ,6771,12-11-1999,19.3,12.6,-
ירושלים מרכז                                      ,6771,13-11-1999,19.7,12.0,-
ירושלים מרכז                                      ,6771,14-11-1999,20.7,13.1,-
ירושלים מרכז                                      ,6771,15-11-1999,20.7,12.9,-
ירושלים מרכז                                      ,6771,16-11-1999,21.6,13.8,-
ירושלים מרכז                                      ,6771,17-11-1999,23.3,15.4,-
ירושלים מרכז                                      ,6771,18-11-1999,24.8,15.6,-
ירושלים מרכז                                      ,6771,19-11-1999,24.9,17.4,-
ירושלים מרכז                                      ,6771,20-11-1999,26.6,16.7,-
ירושלים מרכז                                      ,6771,21-11-1999,26.6,16.9,-
ירושלים מרכז                                      ,6771,22-11-1999,26.7,19.9,-
ירושלים מרכז                                      ,6771,23-11-1999,27.2,19.0,-
ירושלים מרכז                                      ,6771,24-11-1999,21.8,13.9,-
ירושלים מרכז                                      ,6771,25-11-1999,16.4,12.4,-
ירושלים מרכז                                      ,6771,26-11-1999,15.2,10.2,-
ירושלים מרכז                                      ,6771,27-11-1999,13.5,7.3,-
ירושלים מרכז                                      ,6771,28-11-1999,13.9,5.0,-
ירושלים מרכז                                      ,6771,29-11-1999,12.5,5.4,-
ירושלים מרכז                                      ,6771,30-11-1999,14.2,6.0,-
ירושלים מרכז                                      ,6771,01-12-1999,11.8,4.0,-
ירושלים מרכז                                      ,6771,02-12-1999,13.8,6.2,-
ירושלים מרכז                                      ,6771,03-12-1999,14.4,6.8,-
ירושלים מרכז                                      ,6771,04-12-1999,14.7,7.9,-
ירושלים מרכז                                      ,6771,05-12-1999,15.5,8.4,-
ירושלים מרכז                                      ,6771,06-12-1999,17.7,10.1,-
ירושלים מרכז                                      ,6771,07-12-1999,16.7,10.2,-
ירושלים מרכז                                      ,6771,08-12-1999,14.7,9.5,-
ירושלים מרכז                                      ,6771,09-12-1999,17.6,10.6,-
ירושלים מרכז                                      ,6771,10-12-1999,17.0,9.9,-
ירושלים מרכז                                      ,6771,11-12-1999,17.0,9.0,-
ירושלים מרכז                                      ,6771,12-12-1999,17.9,9.5,-
ירושלים מרכז                                      ,6771,13-12-1999,13.3,8.7,-
ירושלים מרכז                                      ,6771,14-12-1999,14.2,8.5,-
ירושלים מרכז                                      ,6771,15-12-1999,13.5,9.0,-
ירושלים מרכז                                      ,6771,16-12-1999,14.8,8.9,-
ירושלים מרכז                                      ,6771,17-12-1999,18.0,10.6,-
ירושלים מרכז                                      ,6771,18-12-1999,20.7,12.7,-
ירושלים מרכז                                      ,6771,19-12-1999,22.9,13.8,-
ירושלים מרכז                                      ,6771,20-12-1999,20.2,14.2,-
ירושלים מרכז                                      ,6771,21-12-1999,22.8,14.6,-
ירושלים מרכז                                      ,6771,22-12-1999,20.8,14.8,-
